12:44:15,0e0,+1.099971E+03,+1.000000E-03,+9.910000E+37,+1.919135E+03,+3.585200E+04,+1.099965E+03,+1.000000E-03,+9.910000E+37,+1.919201E+03,+3.585200E+04,+1.099964E+03,+1.000000E-03,+9.910000E+37,+1.919268E+03,+3.585200E+04,+1.099080E+03,+0.000000E+00,+9.910000E+37,+1.919335E+03,+3.584400E+04
13:51:23,0e0,+7.748948E-01,+1.000000E-03,+9.910000E+37,+5.187998E+02,+3.584400E+04,+9.625170E-01,+1.000000E-03,+9.910000E+37,+5.188672E+02,+3.584400E+04,+9.962997E-01,+1.000000E-03,+9.910000E+37,+5.189326E+02,+3.584400E+04,+2.042832E-01,+0.000000E+00,+9.910000E+37,+5.189990E+02,+3.584400E+04
13:51:53,0e0,+6.113682E+02,+1.000000E-03,+9.910000E+37,+5.483945E+02,+3.584400E+04,+6.038513E+02,+1.000000E-03,+9.910000E+37,+5.484609E+02,+3.584400E+04,+5.933782E+02,+1.000000E-03,+9.910000E+37,+5.485283E+02,+3.584400E+04,+7.521899E+02,+0.000000E+00,+9.910000E+37,+5.485850E+02,+3.584400E+04
13:52:13,0e0,+1.099974E+03,+1.000000E-03,+9.910000E+37,+5.683848E+02,+3.585200E+04,+1.099969E+03,+1.000000E-03,+9.910000E+37,+5.684512E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+5.685186E+02,+3.585200E+04,+1.087137E+03,+0.000000E+00,+9.910000E+37,+5.685840E+02,+3.584400E+04
13:52:33,0e0,+1.099969E+03,+1.000000E-03,+9.910000E+37,+5.883740E+02,+3.585200E+04,+1.099959E+03,+1.000000E-03,+9.910000E+37,+5.884414E+02,+3.585200E+04,+1.099957E+03,+1.000000E-03,+9.910000E+37,+5.885068E+02,+3.585200E+04,+1.083948E+03,+0.000000E+00,+9.910000E+37,+5.885732E+02,+3.584400E+04
13:52:53,0e0,+1.099967E+03,+1.000000E-03,+9.910000E+37,+6.083613E+02,+3.585200E+04,+1.099966E+03,+1.000000E-03,+9.910000E+37,+6.084287E+02,+3.585200E+04,+1.099958E+03,+1.000000E-03,+9.910000E+37,+6.084941E+02,+3.585200E+04,+1.084621E+03,+0.000000E+00,+9.910000E+37,+6.085605E+02,+3.584400E+04
13:53:13,0e0,+1.099966E+03,+1.000000E-03,+9.910000E+37,+6.283398E+02,+3.585200E+04,+1.099965E+03,+1.000000E-03,+9.910000E+37,+6.284063E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+6.284736E+02,+3.585200E+04,+1.084622E+03,+0.000000E+00,+9.910000E+37,+6.285391E+02,+3.584400E+04
13:53:33,0e0,+1.099969E+03,+1.000000E-03,+9.910000E+37,+6.483271E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+6.483926E+02,+3.585200E+04,+1.099961E+03,+1.000000E-03,+9.910000E+37,+6.484590E+02,+3.585200E+04,+1.083495E+03,+0.000000E+00,+9.910000E+37,+6.485264E+02,+3.584400E+04
13:54:00,0e0,+1.099970E+03,+1.000000E-03,+9.910000E+37,+6.746660E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+6.747324E+02,+3.585200E+04,+1.099959E+03,+1.000000E-03,+9.910000E+37,+6.747988E+02,+3.585200E+04,+1.083500E+03,+0.000000E+00,+9.910000E+37,+6.748662E+02,+3.584400E+04
13:54:11,0e0,+1.099967E+03,+1.000000E-03,+9.910000E+37,+6.857861E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+6.858535E+02,+3.585200E+04,+1.099962E+03,+1.000000E-03,+9.910000E+37,+6.859189E+02,+3.585200E+04,+1.082327E+03,+0.000000E+00,+9.910000E+37,+6.859854E+02,+3.584400E+04
13:54:13,0e0,+1.099969E+03,+1.000000E-03,+9.910000E+37,+6.882754E+02,+3.585200E+04,+1.099956E+03,+1.000000E-03,+9.910000E+37,+6.883418E+02,+3.585200E+04,+1.099956E+03,+1.000000E-03,+9.910000E+37,+6.884082E+02,+3.585200E+04,+1.082808E+03,+0.000000E+00,+9.910000E+37,+6.884746E+02,+3.584400E+04
13:54:33,0e0,+1.099963E+03,+1.000000E-03,+9.910000E+37,+7.082656E+02,+3.585200E+04,+1.099963E+03,+1.000000E-03,+9.910000E+37,+7.083311E+02,+3.585200E+04,+1.099960E+03,+1.000000E-03,+9.910000E+37,+7.083975E+02,+3.585200E+04,+1.081725E+03,+0.000000E+00,+9.910000E+37,+7.084648E+02,+3.584400E+04
13:54:41,0e0,+1.099969E+03,+1.000000E-03,+9.910000E+37,+7.165137E+02,+3.585200E+04,+1.099959E+03,+1.000000E-03,+9.910000E+37,+7.165801E+02,+3.585200E+04,+1.099958E+03,+1.000000E-03,+9.910000E+37,+7.166475E+02,+3.585200E+04,+1.081470E+03,+0.000000E+00,+9.910000E+37,+7.167148E+02,+3.584400E+04
13:54:53,0e0,+1.099965E+03,+1.000000E-03,+9.910000E+37,+7.281895E+02,+3.585200E+04,+1.099957E+03,+1.000000E-03,+9.910000E+37,+7.282559E+02,+3.585200E+04,+1.099957E+03,+1.000000E-03,+9.910000E+37,+7.283213E+02,+3.585200E+04,+1.081568E+03,+0.000000E+00,+9.910000E+37,+7.283877E+02,+3.584400E+04
